state,case_state,year,lgbtq_total,govt_fund,t,state_policy,temp_id,t2,l_lgbtq_total,l_state_policy,l_govt_fund,l2_lgbtq_total,l2_state_policy,l2_govt_fund,l3_lgbtq_total,l3_state_policy,l3_govt_fund,l4_lgbtq_total,l4_state_policy,l4_govt_fund,l5_lgbtq_total,l5_state_policy,l5_govt_fund,l6_lgbtq_total,l6_state_policy,l6_govt_fund,fd_lgbtq_total,fd_state_policy,fd_govt_fund,fd_l_lgbtq_total,fd_l_state_policy,fd_l_govt_fund,fd_l2_lgbtq_total,fd_l2_state_policy,fd_l2_govt_fund,fd_l3_lgbtq_total,fd_l3_state_policy,fd_l3_govt_fund,fd_l4_lgbtq_total,fd_l4_state_policy,fd_l4_govt_fund
north carolina,27,2015,62,289,2,10.126582278481013,77,4,21,7.59493670886076,93,36,2.5316455696202533,173,47,6.329113924050633,205,31,48.10126582278481,215,52,3.79746835443038,312,22,55.69620253164557,201,41,2.5316455696202533,196,-15,5.063291139240507,-80,-11,-3.7974683544303796,-32,16,-41.77215189873418,-10,-21,44.30379746835443,-97
north dakota,28,2015,5,33,2,6.329113924050633,78,4,62,10.126582278481013,289,21,7.59493670886076,93,36,2.5316455696202533,173,47,6.329113924050633,205,31,48.10126582278481,215,52,3.79746835443038,312,-57,-3.7974683544303804,-256,41,2.5316455696202533,196,-15,5.063291139240507,-80,-11,-3.7974683544303796,-32,16,-41.77215189873418,-10
nebraska,29,2015,23,115,2,8.227848101265822,79,4,5,6.329113924050633,33,62,10.126582278481013,289,21,7.59493670886076,93,36,2.5316455696202533,173,47,6.329113924050633,205,31,48.10126582278481,215,18,1.8987341772151893,82,-57,-3.7974683544303804,-256,41,2.5316455696202533,196,-15,5.063291139240507,-80,-11,-3.7974683544303796,-32
new hampshire,30,2015,14,49,2,27.848101265822784,80,4,23,8.227848101265822,115,5,6.329113924050633,33,62,10.126582278481013,289,21,7.59493670886076,93,36,2.5316455696202533,173,47,6.329113924050633,205,-9,19.620253164556964,-66,18,1.8987341772151893,82,-57,-3.7974683544303804,-256,41,2.5316455696202533,196,-15,5.063291139240507,-80
new jersey,31,2015,51,264,2,64.55696202531645,81,4,14,27.848101265822784,49,23,8.227848101265822,115,5,6.329113924050633,33,62,10.126582278481013,289,21,7.59493670886076,93,36,2.5316455696202533,173,37,36.70886075949367,215,-9,19.620253164556964,-66,18,1.8987341772151893,82,-57,-3.7974683544303804,-256,41,2.5316455696202533,196
new mexico,32,2015,19,71,2,41.77215189873418,82,4,51,64.55696202531645,264,14,27.848101265822784,49,23,8.227848101265822,115,5,6.329113924050633,33,62,10.126582278481013,289,21,7.59493670886076,93,-32,-22.784810126582272,-193,37,36.70886075949367,215,-9,19.620253164556964,-66,18,1.8987341772151893,82,-57,-3.7974683544303804,-256
nevada,33,2015,13,36,2,47.46835443037975,83,4,19,41.77215189873418,71,51,64.55696202531645,264,14,27.848101265822784,49,23,8.227848101265822,115,5,6.329113924050633,33,62,10.126582278481013,289,-6,5.696202531645568,-35,-32,-22.784810126582272,-193,37,36.70886075949367,215,-9,19.620253164556964,-66,18,1.8987341772151893,82
new york,34,2015,238,756,2,51.26582278481012,84,4,13,47.46835443037975,36,19,41.77215189873418,71,51,64.55696202531645,264,14,27.848101265822784,49,23,8.227848101265822,115,5,6.329113924050633,33,225,3.7974683544303716,720,-6,5.696202531645568,-35,-32,-22.784810126582272,-193,37,36.70886075949367,215,-9,19.620253164556964,-66
ohio,35,2015,93,524,2,13.291139240506327,85,4,238,51.26582278481012,756,13,47.46835443037975,36,19,41.77215189873418,71,51,64.55696202531645,264,14,27.848101265822784,49,23,8.227848101265822,115,-145,-37.974683544303794,-232,225,3.7974683544303716,720,-6,5.696202531645568,-35,-32,-22.784810126582272,-193,37,36.70886075949367,215
oklahoma,36,2015,24,121,2,6.329113924050633,86,4,93,13.291139240506327,524,238,51.26582278481012,756,13,47.46835443037975,36,19,41.77215189873418,71,51,64.55696202531645,264,14,27.848101265822784,49,-69,-6.962025316455694,-403,-145,-37.974683544303794,-232,225,3.7974683544303716,720,-6,5.696202531645568,-35,-32,-22.784810126582272,-193
oregon,37,2015,28,172,2,74.68354430379746,87,4,24,6.329113924050633,121,93,13.291139240506327,524,238,51.26582278481012,756,13,47.46835443037975,36,19,41.77215189873418,71,51,64.55696202531645,264,4,68.35443037974683,51,-69,-6.962025316455694,-403,-145,-37.974683544303794,-232,225,3.7974683544303716,720,-6,5.696202531645568,-35
pennsylvania,38,2015,107,513,2,17.72151898734177,88,4,28,74.68354430379746,172,24,6.329113924050633,121,93,13.291139240506327,524,238,51.26582278481012,756,13,47.46835443037975,36,19,41.77215189873418,71,79,-56.962025316455694,341,4,68.35443037974683,51,-69,-6.962025316455694,-403,-145,-37.974683544303794,-232,225,3.7974683544303716,720
rhode island,39,2015,6,51,2,58.22784810126582,89,4,107,17.72151898734177,513,28,74.68354430379746,172,24,6.329113924050633,121,93,13.291139240506327,524,238,51.26582278481012,756,13,47.46835443037975,36,-101,40.50632911392405,-462,79,-56.962025316455694,341,4,68.35443037974683,51,-69,-6.962025316455694,-403,-145,-37.974683544303794,-232
south carolina,40,2015,16,108,2,3.79746835443038,90,4,6,58.22784810126582,51,107,17.72151898734177,513,28,74.68354430379746,172,24,6.329113924050633,121,93,13.291139240506327,524,238,51.26582278481012,756,10,-54.43037974683544,57,-101,40.50632911392405,-462,79,-56.962025316455694,341,4,68.35443037974683,51,-69,-6.962025316455694,-403
south dakota,41,2015,9,51,2,8.860759493670885,91,4,16,3.79746835443038,108,6,58.22784810126582,51,107,17.72151898734177,513,28,74.68354430379746,172,24,6.329113924050633,121,93,13.291139240506327,524,-7,5.063291139240505,-57,10,-54.43037974683544,57,-101,40.50632911392405,-462,79,-56.962025316455694,341,4,68.35443037974683,51
tennessee,42,2015,37,265,2,1.2658227848101267,92,4,9,8.860759493670885,51,16,3.79746835443038,108,6,58.22784810126582,51,107,17.72151898734177,513,28,74.68354430379746,172,24,6.329113924050633,121,28,-7.594936708860759,214,-7,5.063291139240505,-57,10,-54.43037974683544,57,-101,40.50632911392405,-462,79,-56.962025316455694,341
texas,43,2015,63,316,2,10.126582278481013,93,4,37,1.2658227848101267,265,9,8.860759493670885,51,16,3.79746835443038,108,6,58.22784810126582,51,107,17.72151898734177,513,28,74.68354430379746,172,26,8.860759493670887,51,28,-7.594936708860759,214,-7,5.063291139240505,-57,10,-54.43037974683544,57,-101,40.50632911392405,-462
utah,44,2015,17,96,2,22.78481012658228,94,4,63,10.126582278481013,316,37,1.2658227848101267,265,9,8.860759493670885,51,16,3.79746835443038,108,6,58.22784810126582,51,107,17.72151898734177,513,-46,12.658227848101266,-220,26,8.860759493670887,51,28,-7.594936708860759,214,-7,5.063291139240505,-57,10,-54.43037974683544,57
virginia,45,2015,48,267,2,6.329113924050633,95,4,17,22.78481012658228,96,63,10.126582278481013,316,37,1.2658227848101267,265,9,8.860759493670885,51,16,3.79746835443038,108,6,58.22784810126582,51,31,-16.455696202531648,171,-46,12.658227848101266,-220,26,8.860759493670887,51,28,-7.594936708860759,214,-7,5.063291139240505,-57
vermont,46,2015,13,69,2,66.45569620253164,96,4,48,6.329113924050633,267,17,22.78481012658228,96,63,10.126582278481013,316,37,1.2658227848101267,265,9,8.860759493670885,51,16,3.79746835443038,108,-35,60.12658227848101,-198,31,-16.455696202531648,171,-46,12.658227848101266,-220,26,8.860759493670887,51,28,-7.594936708860759,214
washington,47,2015,51,243,2,64.55696202531645,97,4,13,66.45569620253164,69,48,6.329113924050633,267,17,22.78481012658228,96,63,10.126582278481013,316,37,1.2658227848101267,265,9,8.860759493670885,51,38,-1.8987341772151893,174,-35,60.12658227848101,-198,31,-16.455696202531648,171,-46,12.658227848101266,-220,26,8.860759493670887,51
wisconsin,48,2015,77,362,2,29.746835443037973,98,4,51,64.55696202531645,243,13,66.45569620253164,69,48,6.329113924050633,267,17,22.78481012658228,96,63,10.126582278481013,316,37,1.2658227848101267,265,26,-34.81012658227848,119,38,-1.8987341772151893,174,-35,60.12658227848101,-198,31,-16.455696202531648,171,-46,12.658227848101266,-220
west virginia,49,2015,17,106,2,13.924050632911392,99,4,77,29.746835443037973,362,51,64.55696202531645,243,13,66.45569620253164,69,48,6.329113924050633,267,17,22.78481012658228,96,63,10.126582278481013,316,-60,-15.822784810126581,-256,26,-34.81012658227848,119,38,-1.8987341772151893,174,-35,60.12658227848101,-198,31,-16.455696202531648,171
wyoming,50,2015,9,52,2,8.860759493670885,100,4,17,13.924050632911392,106,77,29.746835443037973,362,51,64.55696202531645,243,13,66.45569620253164,69,48,6.329113924050633,267,17,22.78481012658228,96,-8,-5.063291139240507,-54,-60,-15.822784810126581,-256,26,-34.81012658227848,119,38,-1.8987341772151893,174,-35,60.12658227848101,-198
alaska,1,2016,14,90,3,12.987012987012985,101,9,9,8.860759493670885,52,17,13.924050632911392,106,77,29.746835443037973,362,51,64.55696202531645,243,13,66.45569620253164,69,48,6.329113924050633,267,5,4.1262534933421,38,-8,-5.063291139240507,-54,-60,-15.822784810126581,-256,26,-34.81012658227848,119,38,-1.8987341772151893,174
alabama,2,2016,17,175,3,0,102,9,14,12.987012987012985,90,9,8.860759493670885,52,17,13.924050632911392,106,77,29.746835443037973,362,51,64.55696202531645,243,13,66.45569620253164,69,3,-12.987012987012985,85,5,4.1262534933421,38,-8,-5.063291139240507,-54,-60,-15.822784810126581,-256,26,-34.81012658227848,119
arkansas,3,2016,11,164,3,6.493506493506493,103,9,17,0,175,14,12.987012987012985,90,9,8.860759493670885,52,17,13.924050632911392,106,77,29.746835443037973,362,51,64.55696202531645,243,-6,6.493506493506493,-11,3,-12.987012987012985,85,5,4.1262534933421,38,-8,-5.063291139240507,-54,-60,-15.822784810126581,-256
arizona,4,2016,61,318,3,8.441558441558442,104,9,11,6.493506493506493,164,17,0,175,14,12.987012987012985,90,9,8.860759493670885,52,17,13.924050632911392,106,77,29.746835443037973,362,50,1.9480519480519494,154,-6,6.493506493506493,-11,3,-12.987012987012985,85,5,4.1262534933421,38,-8,-5.063291139240507,-54
california,5,2016,150,721,3,78.57142857142857,105,9,61,8.441558441558442,318,11,6.493506493506493,164,17,0,175,14,12.987012987012985,90,9,8.860759493670885,52,17,13.924050632911392,106,89,70.12987012987013,403,50,1.9480519480519494,154,-6,6.493506493506493,-11,3,-12.987012987012985,85,5,4.1262534933421,38
colorado,6,2016,20,174,3,59.09090909090909,106,9,150,78.57142857142857,721,61,8.441558441558442,318,11,6.493506493506493,164,17,0,175,14,12.987012987012985,90,9,8.860759493670885,52,-130,-19.480519480519476,-547,89,70.12987012987013,403,50,1.9480519480519494,154,-6,6.493506493506493,-11,3,-12.987012987012985,85
connecticut,7,2016,44,199,3,62.33766233766234,107,9,20,59.09090909090909,174,150,78.57142857142857,721,61,8.441558441558442,318,11,6.493506493506493,164,17,0,175,14,12.987012987012985,90,24,3.2467532467532436,25,-130,-19.480519480519476,-547,89,70.12987012987013,403,50,1.9480519480519494,154,-6,6.493506493506493,-11
delaware,8,2016,7,27,3,41.55844155844156,108,9,44,62.33766233766234,199,20,59.09090909090909,174,150,78.57142857142857,721,61,8.441558441558442,318,11,6.493506493506493,164,17,0,175,-37,-20.77922077922078,-172,24,3.2467532467532436,25,-130,-19.480519480519476,-547,89,70.12987012987013,403,50,1.9480519480519494,154
florida,9,2016,64,404,3,17.532467532467532,109,9,7,41.55844155844156,27,44,62.33766233766234,199,20,59.09090909090909,174,150,78.57142857142857,721,61,8.441558441558442,318,11,6.493506493506493,164,57,-24.025974025974026,377,-37,-20.77922077922078,-172,24,3.2467532467532436,25,-130,-19.480519480519476,-547,89,70.12987012987013,403
georgia,10,2016,37,193,3,1.2987012987012987,110,9,64,17.532467532467532,404,7,41.55844155844156,27,44,62.33766233766234,199,20,59.09090909090909,174,150,78.57142857142857,721,61,8.441558441558442,318,-27,-16.233766233766232,-211,57,-24.025974025974026,377,-37,-20.77922077922078,-172,24,3.2467532467532436,25,-130,-19.480519480519476,-547
hawaii,11,2016,7,41,3,40.25974025974026,111,9,37,1.2987012987012987,193,64,17.532467532467532,404,7,41.55844155844156,27,44,62.33766233766234,199,20,59.09090909090909,174,150,78.57142857142857,721,-30,38.961038961038966,-152,-27,-16.233766233766232,-211,57,-24.025974025974026,377,-37,-20.77922077922078,-172,24,3.2467532467532436,25
iowa,12,2016,5,142,3,33.76623376623377,112,9,7,40.25974025974026,41,37,1.2987012987012987,193,64,17.532467532467532,404,7,41.55844155844156,27,44,62.33766233766234,199,20,59.09090909090909,174,-2,-6.493506493506494,101,-30,38.961038961038966,-152,-27,-16.233766233766232,-211,57,-24.025974025974026,377,-37,-20.77922077922078,-172
idaho,13,2016,26,150,3,9.740259740259742,113,9,5,33.76623376623377,142,7,40.25974025974026,41,37,1.2987012987012987,193,64,17.532467532467532,404,7,41.55844155844156,27,44,62.33766233766234,199,21,-24.025974025974026,8,-2,-6.493506493506494,101,-30,38.961038961038966,-152,-27,-16.233766233766232,-211,57,-24.025974025974026,377
illinois,14,2016,24,325,3,57.7922077922078,114,9,26,9.740259740259742,150,5,33.76623376623377,142,7,40.25974025974026,41,37,1.2987012987012987,193,64,17.532467532467532,404,7,41.55844155844156,27,-2,48.05194805194806,175,21,-24.025974025974026,8,-2,-6.493506493506494,101,-30,38.961038961038966,-152,-27,-16.233766233766232,-211
indiana,15,2016,28,271,3,14.935064935064934,115,9,24,57.7922077922078,325,26,9.740259740259742,150,5,33.76623376623377,142,7,40.25974025974026,41,37,1.2987012987012987,193,64,17.532467532467532,404,4,-42.85714285714286,-54,-2,48.05194805194806,175,21,-24.025974025974026,8,-2,-6.493506493506494,101,-30,38.961038961038966,-152
kansas,16,2016,7,106,3,11.688311688311687,116,9,28,14.935064935064934,271,24,57.7922077922078,325,26,9.740259740259742,150,5,33.76623376623377,142,7,40.25974025974026,41,37,1.2987012987012987,193,-21,-3.246753246753247,-165,4,-42.85714285714286,-54,-2,48.05194805194806,175,21,-24.025974025974026,8,-2,-6.493506493506494,101
kentucky,17,2016,37,196,3,11.688311688311687,117,9,7,11.688311688311687,106,28,14.935064935064934,271,24,57.7922077922078,325,26,9.740259740259742,150,5,33.76623376623377,142,7,40.25974025974026,41,30,0,90,-21,-3.246753246753247,-165,4,-42.85714285714286,-54,-2,48.05194805194806,175,21,-24.025974025974026,8
louisiana,18,2016,19,118,3,2.5974025974025974,118,9,37,11.688311688311687,196,7,11.688311688311687,106,28,14.935064935064934,271,24,57.7922077922078,325,26,9.740259740259742,150,5,33.76623376623377,142,-18,-9.09090909090909,-78,30,0,90,-21,-3.246753246753247,-165,4,-42.85714285714286,-54,-2,48.05194805194806,175
massachusetts,19,2016,51,256,3,67.53246753246754,119,9,19,2.5974025974025974,118,37,11.688311688311687,196,7,11.688311688311687,106,28,14.935064935064934,271,24,57.7922077922078,325,26,9.740259740259742,150,32,64.93506493506494,138,-18,-9.09090909090909,-78,30,0,90,-21,-3.246753246753247,-165,4,-42.85714285714286,-54
maryland,20,2016,47,235,3,57.14285714285714,120,9,51,67.53246753246754,256,19,2.5974025974025974,118,37,11.688311688311687,196,7,11.688311688311687,106,28,14.935064935064934,271,24,57.7922077922078,325,-4,-10.389610389610397,-21,32,64.93506493506494,138,-18,-9.09090909090909,-78,30,0,90,-21,-3.246753246753247,-165
maine,21,2016,13,188,3,54.54545454545454,121,9,47,57.14285714285714,235,51,67.53246753246754,256,19,2.5974025974025974,118,37,11.688311688311687,196,7,11.688311688311687,106,28,14.935064935064934,271,-34,-2.597402597402599,-47,-4,-10.389610389610397,-21,32,64.93506493506494,138,-18,-9.09090909090909,-78,30,0,90
michigan,22,2016,51,307,3,7.792207792207792,122,9,13,54.54545454545454,188,47,57.14285714285714,235,51,67.53246753246754,256,19,2.5974025974025974,118,37,11.688311688311687,196,7,11.688311688311687,106,38,-46.75324675324675,119,-34,-2.597402597402599,-47,-4,-10.389610389610397,-21,32,64.93506493506494,138,-18,-9.09090909090909,-78
minnesota,23,2016,20,209,3,56.493506493506494,123,9,51,7.792207792207792,307,13,54.54545454545454,188,47,57.14285714285714,235,51,67.53246753246754,256,19,2.5974025974025974,118,37,11.688311688311687,196,-31,48.701298701298704,-98,38,-46.75324675324675,119,-34,-2.597402597402599,-47,-4,-10.389610389610397,-21,32,64.93506493506494,138
missouri,24,2016,10,193,3,3.896103896103896,124,9,20,56.493506493506494,209,51,7.792207792207792,307,13,54.54545454545454,188,47,57.14285714285714,235,51,67.53246753246754,256,19,2.5974025974025974,118,-10,-52.5974025974026,-16,-31,48.701298701298704,-98,38,-46.75324675324675,119,-34,-2.597402597402599,-47,-4,-10.389610389610397,-21
mississippi,25,2016,18,152,3,3.896103896103896,125,9,10,3.896103896103896,193,20,56.493506493506494,209,51,7.792207792207792,307,13,54.54545454545454,188,47,57.14285714285714,235,51,67.53246753246754,256,8,0,-41,-10,-52.5974025974026,-16,-31,48.701298701298704,-98,38,-46.75324675324675,119,-34,-2.597402597402599,-47
montana,26,2016,13,85,3,7.792207792207792,126,9,18,3.896103896103896,152,10,3.896103896103896,193,20,56.493506493506494,209,51,7.792207792207792,307,13,54.54545454545454,188,47,57.14285714285714,235,-5,3.896103896103896,-67,8,0,-41,-10,-52.5974025974026,-16,-31,48.701298701298704,-98,38,-46.75324675324675,119
north carolina,27,2016,43,250,3,7.792207792207792,127,9,13,7.792207792207792,85,18,3.896103896103896,152,10,3.896103896103896,193,20,56.493506493506494,209,51,7.792207792207792,307,13,54.54545454545454,188,30,0,165,-5,3.896103896103896,-67,8,0,-41,-10,-52.5974025974026,-16,-31,48.701298701298704,-98
north dakota,28,2016,4,26,3,3.896103896103896,128,9,43,7.792207792207792,250,13,7.792207792207792,85,18,3.896103896103896,152,10,3.896103896103896,193,20,56.493506493506494,209,51,7.792207792207792,307,-39,-3.896103896103896,-224,30,0,165,-5,3.896103896103896,-67,8,0,-41,-10,-52.5974025974026,-16
nebraska,29,2016,15,126,3,5.844155844155844,129,9,4,3.896103896103896,26,43,7.792207792207792,250,13,7.792207792207792,85,18,3.896103896103896,152,10,3.896103896103896,193,20,56.493506493506494,209,11,1.9480519480519476,100,-39,-3.896103896103896,-224,30,0,165,-5,3.896103896103896,-67,8,0,-41
new hampshire,30,2016,14,45,3,25.97402597402597,130,9,15,5.844155844155844,126,4,3.896103896103896,26,43,7.792207792207792,250,13,7.792207792207792,85,18,3.896103896103896,152,10,3.896103896103896,193,-1,20.129870129870127,-81,11,1.9480519480519476,100,-39,-3.896103896103896,-224,30,0,165,-5,3.896103896103896,-67
new jersey,31,2016,51,255,3,63.63636363636363,131,9,14,25.97402597402597,45,15,5.844155844155844,126,4,3.896103896103896,26,43,7.792207792207792,250,13,7.792207792207792,85,18,3.896103896103896,152,37,37.66233766233766,210,-1,20.129870129870127,-81,11,1.9480519480519476,100,-39,-3.896103896103896,-224,30,0,165
new mexico,32,2016,12,65,3,40.25974025974026,132,9,51,63.63636363636363,255,14,25.97402597402597,45,15,5.844155844155844,126,4,3.896103896103896,26,43,7.792207792207792,250,13,7.792207792207792,85,-39,-23.37662337662337,-190,37,37.66233766233766,210,-1,20.129870129870127,-81,11,1.9480519480519476,100,-39,-3.896103896103896,-224
nevada,33,2016,7,38,3,46.103896103896105,133,9,12,40.25974025974026,65,51,63.63636363636363,255,14,25.97402597402597,45,15,5.844155844155844,126,4,3.896103896103896,26,43,7.792207792207792,250,-5,5.844155844155843,-27,-39,-23.37662337662337,-190,37,37.66233766233766,210,-1,20.129870129870127,-81,11,1.9480519480519476,100
new york,34,2016,144,713,3,62.98701298701299,134,9,7,46.103896103896105,38,12,40.25974025974026,65,51,63.63636363636363,255,14,25.97402597402597,45,15,5.844155844155844,126,4,3.896103896103896,26,137,16.883116883116884,675,-5,5.844155844155843,-27,-39,-23.37662337662337,-190,37,37.66233766233766,210,-1,20.129870129870127,-81
ohio,35,2016,78,505,3,11.03896103896104,135,9,144,62.98701298701299,713,7,46.103896103896105,38,12,40.25974025974026,65,51,63.63636363636363,255,14,25.97402597402597,45,15,5.844155844155844,126,-66,-51.94805194805195,-208,137,16.883116883116884,675,-5,5.844155844155843,-27,-39,-23.37662337662337,-190,37,37.66233766233766,210
oklahoma,36,2016,25,118,3,3.896103896103896,136,9,78,11.03896103896104,505,144,62.98701298701299,713,7,46.103896103896105,38,12,40.25974025974026,65,51,63.63636363636363,255,14,25.97402597402597,45,-53,-7.142857142857143,-387,-66,-51.94805194805195,-208,137,16.883116883116884,675,-5,5.844155844155843,-27,-39,-23.37662337662337,-190
oregon,37,2016,20,156,3,72.72727272727273,137,9,25,3.896103896103896,118,78,11.03896103896104,505,144,62.98701298701299,713,7,46.103896103896105,38,12,40.25974025974026,65,51,63.63636363636363,255,-5,68.83116883116884,38,-53,-7.142857142857143,-387,-66,-51.94805194805195,-208,137,16.883116883116884,675,-5,5.844155844155843,-27
pennsylvania,38,2016,60,482,3,18.181818181818183,138,9,20,72.72727272727273,156,25,3.896103896103896,118,78,11.03896103896104,505,144,62.98701298701299,713,7,46.103896103896105,38,12,40.25974025974026,65,40,-54.54545454545455,326,-5,68.83116883116884,38,-53,-7.142857142857143,-387,-66,-51.94805194805195,-208,137,16.883116883116884,675
rhode island,39,2016,9,50,3,70.12987012987013,139,9,60,18.181818181818183,482,20,72.72727272727273,156,25,3.896103896103896,118,78,11.03896103896104,505,144,62.98701298701299,713,7,46.103896103896105,38,-51,51.94805194805194,-432,40,-54.54545454545455,326,-5,68.83116883116884,38,-53,-7.142857142857143,-387,-66,-51.94805194805195,-208
south carolina,40,2016,10,103,3,3.896103896103896,140,9,9,70.12987012987013,50,60,18.181818181818183,482,20,72.72727272727273,156,25,3.896103896103896,118,78,11.03896103896104,505,144,62.98701298701299,713,1,-66.23376623376623,53,-51,51.94805194805194,-432,40,-54.54545454545455,326,-5,68.83116883116884,38,-53,-7.142857142857143,-387
south dakota,41,2016,2,45,3,6.493506493506493,141,9,10,3.896103896103896,103,9,70.12987012987013,50,60,18.181818181818183,482,20,72.72727272727273,156,25,3.896103896103896,118,78,11.03896103896104,505,-8,2.5974025974025965,-58,1,-66.23376623376623,53,-51,51.94805194805194,-432,40,-54.54545454545455,326,-5,68.83116883116884,38
tennessee,42,2016,23,251,3,1.2987012987012987,142,9,2,6.493506493506493,45,10,3.896103896103896,103,9,70.12987012987013,50,60,18.181818181818183,482,20,72.72727272727273,156,25,3.896103896103896,118,21,-5.194805194805194,206,-8,2.5974025974025965,-58,1,-66.23376623376623,53,-51,51.94805194805194,-432,40,-54.54545454545455,326
texas,43,2016,40,303,3,10.38961038961039,143,9,23,1.2987012987012987,251,2,6.493506493506493,45,10,3.896103896103896,103,9,70.12987012987013,50,60,18.181818181818183,482,20,72.72727272727273,156,17,9.09090909090909,52,21,-5.194805194805194,206,-8,2.5974025974025965,-58,1,-66.23376623376623,53,-51,51.94805194805194,-432
utah,44,2016,10,98,3,20.77922077922078,144,9,40,10.38961038961039,303,23,1.2987012987012987,251,2,6.493506493506493,45,10,3.896103896103896,103,9,70.12987012987013,50,60,18.181818181818183,482,-30,10.38961038961039,-205,17,9.09090909090909,52,21,-5.194805194805194,206,-8,2.5974025974025965,-58,1,-66.23376623376623,53
virginia,45,2016,27,255,3,6.493506493506493,145,9,10,20.77922077922078,98,40,10.38961038961039,303,23,1.2987012987012987,251,2,6.493506493506493,45,10,3.896103896103896,103,9,70.12987012987013,50,17,-14.285714285714286,157,-30,10.38961038961039,-205,17,9.09090909090909,52,21,-5.194805194805194,206,-8,2.5974025974025965,-58
vermont,46,2016,15,67,3,73.37662337662337,146,9,27,6.493506493506493,255,10,20.77922077922078,98,40,10.38961038961039,303,23,1.2987012987012987,251,2,6.493506493506493,45,10,3.896103896103896,103,-12,66.88311688311688,-188,17,-14.285714285714286,157,-30,10.38961038961039,-205,17,9.09090909090909,52,21,-5.194805194805194,206
washington,47,2016,34,255,3,68.83116883116884,147,9,15,73.37662337662337,67,27,6.493506493506493,255,10,20.77922077922078,98,40,10.38961038961039,303,23,1.2987012987012987,251,2,6.493506493506493,45,19,-4.5454545454545325,188,-12,66.88311688311688,-188,17,-14.285714285714286,157,-30,10.38961038961039,-205,17,9.09090909090909,52
wisconsin,48,2016,45,350,3,27.92207792207792,148,9,34,68.83116883116884,255,15,73.37662337662337,67,27,6.493506493506493,255,10,20.77922077922078,98,40,10.38961038961039,303,23,1.2987012987012987,251,11,-40.90909090909092,95,19,-4.5454545454545325,188,-12,66.88311688311688,-188,17,-14.285714285714286,157,-30,10.38961038961039,-205
west virginia,49,2016,7,99,3,11.688311688311687,149,9,45,27.92207792207792,350,34,68.83116883116884,255,15,73.37662337662337,67,27,6.493506493506493,255,10,20.77922077922078,98,40,10.38961038961039,303,-38,-16.233766233766232,-251,11,-40.90909090909092,95,19,-4.5454545454545325,188,-12,66.88311688311688,-188,17,-14.285714285714286,157
wyoming,50,2016,8,50,3,6.493506493506493,150,9,7,11.688311688311687,99,45,27.92207792207792,350,34,68.83116883116884,255,15,73.37662337662337,67,27,6.493506493506493,255,10,20.77922077922078,98,1,-5.194805194805195,-49,-38,-16.233766233766232,-251,11,-40.90909090909092,95,19,-4.5454545454545325,188,-12,66.88311688311688,-188
