state,case_state,year,lgbtq_total,govt_fund,t,state_policy,temp_id,t2,l_lgbtq_total,l_state_policy,l_govt_fund,l2_lgbtq_total,l2_state_policy,l2_govt_fund,l3_lgbtq_total,l3_state_policy,l3_govt_fund,l4_lgbtq_total,l4_state_policy,l4_govt_fund,l5_lgbtq_total,l5_state_policy,l5_govt_fund,l6_lgbtq_total,l6_state_policy,l6_govt_fund,fd_lgbtq_total,fd_state_policy,fd_govt_fund,fd_l_lgbtq_total,fd_l_state_policy,fd_l_govt_fund,fd_l2_lgbtq_total,fd_l2_state_policy,fd_l2_govt_fund,fd_l3_lgbtq_total,fd_l3_state_policy,fd_l3_govt_fund,fd_l4_lgbtq_total,fd_l4_state_policy,fd_l4_govt_fund
alaska,1,2017,14,80,4,17.073170731707318,151,16,8,6.493506493506493,50,7,11.688311688311687,99,45,27.92207792207792,350,34,68.83116883116884,255,15,73.37662337662337,67,27,6.493506493506493,255,6,10.579664238200825,30,1,-5.194805194805195,-49,-38,-16.233766233766232,-251,11,-40.90909090909092,95,19,-4.5454545454545325,188
alabama,2,2017,19,155,4,0,152,16,14,17.073170731707318,80,8,6.493506493506493,50,7,11.688311688311687,99,45,27.92207792207792,350,34,68.83116883116884,255,15,73.37662337662337,67,5,-17.073170731707318,75,6,10.579664238200825,30,1,-5.194805194805195,-49,-38,-16.233766233766232,-251,11,-40.90909090909092,95
arkansas,3,2017,20,164,4,7.317073170731707,153,16,19,0,155,14,17.073170731707318,80,8,6.493506493506493,50,7,11.688311688311687,99,45,27.92207792207792,350,34,68.83116883116884,255,1,7.317073170731707,9,5,-17.073170731707318,75,6,10.579664238200825,30,1,-5.194805194805195,-49,-38,-16.233766233766232,-251
arizona,4,2017,71,308,4,13.414634146341465,154,16,20,7.317073170731707,164,19,0,155,14,17.073170731707318,80,8,6.493506493506493,50,7,11.688311688311687,99,45,27.92207792207792,350,51,6.097560975609758,144,1,7.317073170731707,9,5,-17.073170731707318,75,6,10.579664238200825,30,1,-5.194805194805195,-49
california,5,2017,171,712,4,84.14634146341463,155,16,71,13.414634146341465,308,20,7.317073170731707,164,19,0,155,14,17.073170731707318,80,8,6.493506493506493,50,7,11.688311688311687,99,100,70.73170731707316,404,51,6.097560975609758,144,1,7.317073170731707,9,5,-17.073170731707318,75,6,10.579664238200825,30
colorado,6,2017,21,167,4,62.19512195121951,156,16,171,84.14634146341463,712,71,13.414634146341465,308,20,7.317073170731707,164,19,0,155,14,17.073170731707318,80,8,6.493506493506493,50,-150,-21.951219512195117,-545,100,70.73170731707316,404,51,6.097560975609758,144,1,7.317073170731707,9,5,-17.073170731707318,75
connecticut,7,2017,56,182,4,73.17073170731707,157,16,21,62.19512195121951,167,171,84.14634146341463,712,71,13.414634146341465,308,20,7.317073170731707,164,19,0,155,14,17.073170731707318,80,35,10.975609756097562,15,-150,-21.951219512195117,-545,100,70.73170731707316,404,51,6.097560975609758,144,1,7.317073170731707,9
delaware,8,2017,12,30,4,50,158,16,56,73.17073170731707,182,21,62.19512195121951,167,171,84.14634146341463,712,71,13.414634146341465,308,20,7.317073170731707,164,19,0,155,-44,-23.170731707317074,-152,35,10.975609756097562,15,-150,-21.951219512195117,-545,100,70.73170731707316,404,51,6.097560975609758,144
florida,9,2017,75,381,4,18.29268292682927,159,16,12,50,30,56,73.17073170731707,182,21,62.19512195121951,167,171,84.14634146341463,712,71,13.414634146341465,308,20,7.317073170731707,164,63,-31.70731707317073,351,-44,-23.170731707317074,-152,35,10.975609756097562,15,-150,-21.951219512195117,-545,100,70.73170731707316,404
georgia,10,2017,42,170,4,2.4390243902439024,160,16,75,18.29268292682927,381,12,50,30,56,73.17073170731707,182,21,62.19512195121951,167,171,84.14634146341463,712,71,13.414634146341465,308,-33,-15.853658536585366,-211,63,-31.70731707317073,351,-44,-23.170731707317074,-152,35,10.975609756097562,15,-150,-21.951219512195117,-545
hawaii,11,2017,8,31,4,53.65853658536586,161,16,42,2.4390243902439024,170,75,18.29268292682927,381,12,50,30,56,73.17073170731707,182,21,62.19512195121951,167,171,84.14634146341463,712,-34,51.21951219512196,-139,-33,-15.853658536585366,-211,63,-31.70731707317073,351,-44,-23.170731707317074,-152,35,10.975609756097562,15
iowa,12,2017,11,136,4,37.80487804878049,162,16,8,53.65853658536586,31,42,2.4390243902439024,170,75,18.29268292682927,381,12,50,30,56,73.17073170731707,182,21,62.19512195121951,167,3,-15.853658536585371,105,-34,51.21951219512196,-139,-33,-15.853658536585366,-211,63,-31.70731707317073,351,-44,-23.170731707317074,-152
idaho,13,2017,26,124,4,9.75609756097561,163,16,11,37.80487804878049,136,8,53.65853658536586,31,42,2.4390243902439024,170,75,18.29268292682927,381,12,50,30,56,73.17073170731707,182,15,-28.048780487804876,-12,3,-15.853658536585371,105,-34,51.21951219512196,-139,-33,-15.853658536585366,-211,63,-31.70731707317073,351
illinois,14,2017,26,318,4,68.29268292682927,164,16,26,9.75609756097561,124,11,37.80487804878049,136,8,53.65853658536586,31,42,2.4390243902439024,170,75,18.29268292682927,381,12,50,30,0,58.53658536585366,194,15,-28.048780487804876,-12,3,-15.853658536585371,105,-34,51.21951219512196,-139,-33,-15.853658536585366,-211
indiana,15,2017,34,256,4,20.73170731707317,165,16,26,68.29268292682927,318,26,9.75609756097561,124,11,37.80487804878049,136,8,53.65853658536586,31,42,2.4390243902439024,170,75,18.29268292682927,381,8,-47.5609756097561,-62,0,58.53658536585366,194,15,-28.048780487804876,-12,3,-15.853658536585371,105,-34,51.21951219512196,-139
kansas,16,2017,13,112,4,15.24390243902439,166,16,34,20.73170731707317,256,26,68.29268292682927,318,26,9.75609756097561,124,11,37.80487804878049,136,8,53.65853658536586,31,42,2.4390243902439024,170,-21,-5.487804878048779,-144,8,-47.5609756097561,-62,0,58.53658536585366,194,15,-28.048780487804876,-12,3,-15.853658536585371,105
kentucky,17,2017,31,183,4,20.73170731707317,167,16,13,15.24390243902439,112,34,20.73170731707317,256,26,68.29268292682927,318,26,9.75609756097561,124,11,37.80487804878049,136,8,53.65853658536586,31,18,5.487804878048779,71,-21,-5.487804878048779,-144,8,-47.5609756097561,-62,0,58.53658536585366,194,15,-28.048780487804876,-12
louisiana,18,2017,25,108,4,7.317073170731707,168,16,31,20.73170731707317,183,13,15.24390243902439,112,34,20.73170731707317,256,26,68.29268292682927,318,26,9.75609756097561,124,11,37.80487804878049,136,-6,-13.414634146341463,-75,18,5.487804878048779,71,-21,-5.487804878048779,-144,8,-47.5609756097561,-62,0,58.53658536585366,194
massachusetts,19,2017,68,245,4,70.73170731707317,169,16,25,7.317073170731707,108,31,20.73170731707317,183,13,15.24390243902439,112,34,20.73170731707317,256,26,68.29268292682927,318,26,9.75609756097561,124,43,63.41463414634147,137,-6,-13.414634146341463,-75,18,5.487804878048779,71,-21,-5.487804878048779,-144,8,-47.5609756097561,-62
maryland,20,2017,57,201,4,62.19512195121951,170,16,68,70.73170731707317,245,25,7.317073170731707,108,31,20.73170731707317,183,13,15.24390243902439,112,34,20.73170731707317,256,26,68.29268292682927,318,-11,-8.53658536585366,-44,43,63.41463414634147,137,-6,-13.414634146341463,-75,18,5.487804878048779,71,-21,-5.487804878048779,-144
maine,21,2017,16,169,4,53.65853658536586,171,16,57,62.19512195121951,201,68,70.73170731707317,245,25,7.317073170731707,108,31,20.73170731707317,183,13,15.24390243902439,112,34,20.73170731707317,256,-41,-8.536585365853654,-32,-11,-8.53658536585366,-44,43,63.41463414634147,137,-6,-13.414634146341463,-75,18,5.487804878048779,71
michigan,22,2017,53,287,4,14.634146341463413,172,16,16,53.65853658536586,169,57,62.19512195121951,201,68,70.73170731707317,245,25,7.317073170731707,108,31,20.73170731707317,183,13,15.24390243902439,112,37,-39.024390243902445,118,-41,-8.536585365853654,-32,-11,-8.53658536585366,-44,43,63.41463414634147,137,-6,-13.414634146341463,-75
minnesota,23,2017,27,194,4,59.756097560975604,173,16,53,14.634146341463413,287,16,53.65853658536586,169,57,62.19512195121951,201,68,70.73170731707317,245,25,7.317073170731707,108,31,20.73170731707317,183,-26,45.12195121951219,-93,37,-39.024390243902445,118,-41,-8.536585365853654,-32,-11,-8.53658536585366,-44,43,63.41463414634147,137
missouri,24,2017,14,188,4,14.634146341463413,174,16,27,59.756097560975604,194,53,14.634146341463413,287,16,53.65853658536586,169,57,62.19512195121951,201,68,70.73170731707317,245,25,7.317073170731707,108,-13,-45.12195121951219,-6,-26,45.12195121951219,-93,37,-39.024390243902445,118,-41,-8.536585365853654,-32,-11,-8.53658536585366,-44
mississippi,25,2017,24,144,4,4.878048780487805,175,16,14,14.634146341463413,188,27,59.756097560975604,194,53,14.634146341463413,287,16,53.65853658536586,169,57,62.19512195121951,201,68,70.73170731707317,245,10,-9.756097560975608,-44,-13,-45.12195121951219,-6,-26,45.12195121951219,-93,37,-39.024390243902445,118,-41,-8.536585365853654,-32
montana,26,2017,11,84,4,12.195121951219512,176,16,24,4.878048780487805,144,14,14.634146341463413,188,27,59.756097560975604,194,53,14.634146341463413,287,16,53.65853658536586,169,57,62.19512195121951,201,-13,7.317073170731708,-60,10,-9.756097560975608,-44,-13,-45.12195121951219,-6,-26,45.12195121951219,-93,37,-39.024390243902445,118
north carolina,27,2017,43,209,4,16.463414634146343,177,16,11,12.195121951219512,84,24,4.878048780487805,144,14,14.634146341463413,188,27,59.756097560975604,194,53,14.634146341463413,287,16,53.65853658536586,169,32,4.26829268292683,125,-13,7.317073170731708,-60,10,-9.756097560975608,-44,-13,-45.12195121951219,-6,-26,45.12195121951219,-93
north dakota,28,2017,4,25,4,7.317073170731707,178,16,43,16.463414634146343,209,11,12.195121951219512,84,24,4.878048780487805,144,14,14.634146341463413,188,27,59.756097560975604,194,53,14.634146341463413,287,-39,-9.146341463414636,-184,32,4.26829268292683,125,-13,7.317073170731708,-60,10,-9.756097560975608,-44,-13,-45.12195121951219,-6
nebraska,29,2017,19,129,4,4.878048780487805,179,16,4,7.317073170731707,25,43,16.463414634146343,209,11,12.195121951219512,84,24,4.878048780487805,144,14,14.634146341463413,188,27,59.756097560975604,194,15,-2.439024390243902,104,-39,-9.146341463414636,-184,32,4.26829268292683,125,-13,7.317073170731708,-60,10,-9.756097560975608,-44
new hampshire,30,2017,21,50,4,28.04878048780488,180,16,19,4.878048780487805,129,4,7.317073170731707,25,43,16.463414634146343,209,11,12.195121951219512,84,24,4.878048780487805,144,14,14.634146341463413,188,2,23.170731707317074,-79,15,-2.439024390243902,104,-39,-9.146341463414636,-184,32,4.26829268292683,125,-13,7.317073170731708,-60
new jersey,31,2017,57,242,4,71.95121951219512,181,16,21,28.04878048780488,50,19,4.878048780487805,129,4,7.317073170731707,25,43,16.463414634146343,209,11,12.195121951219512,84,24,4.878048780487805,144,36,43.90243902439025,192,2,23.170731707317074,-79,15,-2.439024390243902,104,-39,-9.146341463414636,-184,32,4.26829268292683,125
new mexico,32,2017,12,50,4,48.78048780487805,182,16,57,71.95121951219512,242,21,28.04878048780488,50,19,4.878048780487805,129,4,7.317073170731707,25,43,16.463414634146343,209,11,12.195121951219512,84,-45,-23.170731707317074,-192,36,43.90243902439025,192,2,23.170731707317074,-79,15,-2.439024390243902,104,-39,-9.146341463414636,-184
nevada,33,2017,8,39,4,59.756097560975604,183,16,12,48.78048780487805,50,57,71.95121951219512,242,21,28.04878048780488,50,19,4.878048780487805,129,4,7.317073170731707,25,43,16.463414634146343,209,-4,10.975609756097555,-11,-45,-23.170731707317074,-192,36,43.90243902439025,192,2,23.170731707317074,-79,15,-2.439024390243902,104
new york,34,2017,153,668,4,68.29268292682927,184,16,8,59.756097560975604,39,12,48.78048780487805,50,57,71.95121951219512,242,21,28.04878048780488,50,19,4.878048780487805,129,4,7.317073170731707,25,145,8.536585365853668,629,-4,10.975609756097555,-11,-45,-23.170731707317074,-192,36,43.90243902439025,192,2,23.170731707317074,-79
ohio,35,2017,96,487,4,12.195121951219512,185,16,153,68.29268292682927,668,8,59.756097560975604,39,12,48.78048780487805,50,57,71.95121951219512,242,21,28.04878048780488,50,19,4.878048780487805,129,-57,-56.09756097560976,-181,145,8.536585365853668,629,-4,10.975609756097555,-11,-45,-23.170731707317074,-192,36,43.90243902439025,192
oklahoma,36,2017,32,118,4,7.317073170731707,186,16,96,12.195121951219512,487,153,68.29268292682927,668,8,59.756097560975604,39,12,48.78048780487805,50,57,71.95121951219512,242,21,28.04878048780488,50,-64,-4.878048780487806,-369,-57,-56.09756097560976,-181,145,8.536585365853668,629,-4,10.975609756097555,-11,-45,-23.170731707317074,-192
oregon,37,2017,26,142,4,75.60975609756098,187,16,32,7.317073170731707,118,96,12.195121951219512,487,153,68.29268292682927,668,8,59.756097560975604,39,12,48.78048780487805,50,57,71.95121951219512,242,-6,68.29268292682927,24,-64,-4.878048780487806,-369,-57,-56.09756097560976,-181,145,8.536585365853668,629,-4,10.975609756097555,-11
pennsylvania,38,2017,81,472,4,32.926829268292686,188,16,26,75.60975609756098,142,32,7.317073170731707,118,96,12.195121951219512,487,153,68.29268292682927,668,8,59.756097560975604,39,12,48.78048780487805,50,55,-42.68292682926829,330,-6,68.29268292682927,24,-64,-4.878048780487806,-369,-57,-56.09756097560976,-181,145,8.536585365853668,629
rhode island,39,2017,9,47,4,78.04878048780488,189,16,81,32.926829268292686,472,26,75.60975609756098,142,32,7.317073170731707,118,96,12.195121951219512,487,153,68.29268292682927,668,8,59.756097560975604,39,-72,45.12195121951219,-425,55,-42.68292682926829,330,-6,68.29268292682927,24,-64,-4.878048780487806,-369,-57,-56.09756097560976,-181
south carolina,40,2017,19,93,4,6.097560975609756,190,16,9,78.04878048780488,47,81,32.926829268292686,472,26,75.60975609756098,142,32,7.317073170731707,118,96,12.195121951219512,487,153,68.29268292682927,668,10,-71.95121951219512,46,-72,45.12195121951219,-425,55,-42.68292682926829,330,-6,68.29268292682927,24,-64,-4.878048780487806,-369
south dakota,41,2017,2,47,4,3.6585365853658534,191,16,19,6.097560975609756,93,9,78.04878048780488,47,81,32.926829268292686,472,26,75.60975609756098,142,32,7.317073170731707,118,96,12.195121951219512,487,-17,-2.439024390243903,-46,10,-71.95121951219512,46,-72,45.12195121951219,-425,55,-42.68292682926829,330,-6,68.29268292682927,24
tennessee,42,2017,26,248,4,1.2195121951219512,192,16,2,3.6585365853658534,47,19,6.097560975609756,93,9,78.04878048780488,47,81,32.926829268292686,472,26,75.60975609756098,142,32,7.317073170731707,118,24,-2.439024390243902,201,-17,-2.439024390243903,-46,10,-71.95121951219512,46,-72,45.12195121951219,-425,55,-42.68292682926829,330
texas,43,2017,47,287,4,14.634146341463413,193,16,26,1.2195121951219512,248,2,3.6585365853658534,47,19,6.097560975609756,93,9,78.04878048780488,47,81,32.926829268292686,472,26,75.60975609756098,142,21,13.414634146341463,39,24,-2.439024390243902,201,-17,-2.439024390243903,-46,10,-71.95121951219512,46,-72,45.12195121951219,-425
utah,44,2017,16,122,4,29.878048780487802,194,16,47,14.634146341463413,287,26,1.2195121951219512,248,2,3.6585365853658534,47,19,6.097560975609756,93,9,78.04878048780488,47,81,32.926829268292686,472,-31,15.243902439024389,-165,21,13.414634146341463,39,24,-2.439024390243902,201,-17,-2.439024390243903,-46,10,-71.95121951219512,46
virginia,45,2017,34,250,4,12.195121951219512,195,16,16,29.878048780487802,122,47,14.634146341463413,287,26,1.2195121951219512,248,2,3.6585365853658534,47,19,6.097560975609756,93,9,78.04878048780488,47,18,-17.68292682926829,128,-31,15.243902439024389,-165,21,13.414634146341463,39,24,-2.439024390243902,201,-17,-2.439024390243903,-46
vermont,46,2017,20,65,4,71.95121951219512,196,16,34,12.195121951219512,250,16,29.878048780487802,122,47,14.634146341463413,287,26,1.2195121951219512,248,2,3.6585365853658534,47,19,6.097560975609756,93,-14,59.75609756097561,-185,18,-17.68292682926829,128,-31,15.243902439024389,-165,21,13.414634146341463,39,24,-2.439024390243902,201
washington,47,2017,52,287,4,71.95121951219512,197,16,20,71.95121951219512,65,34,12.195121951219512,250,16,29.878048780487802,122,47,14.634146341463413,287,26,1.2195121951219512,248,2,3.6585365853658534,47,32,0,222,-14,59.75609756097561,-185,18,-17.68292682926829,128,-31,15.243902439024389,-165,21,13.414634146341463,39
wisconsin,48,2017,59,347,4,26.82926829268293,198,16,52,71.95121951219512,287,20,71.95121951219512,65,34,12.195121951219512,250,16,29.878048780487802,122,47,14.634146341463413,287,26,1.2195121951219512,248,7,-45.1219512195122,60,32,0,222,-14,59.75609756097561,-185,18,-17.68292682926829,128,-31,15.243902439024389,-165
west virginia,49,2017,9,102,4,10.975609756097562,199,16,59,26.82926829268293,347,52,71.95121951219512,287,20,71.95121951219512,65,34,12.195121951219512,250,16,29.878048780487802,122,47,14.634146341463413,287,-50,-15.853658536585368,-245,7,-45.1219512195122,60,32,0,222,-14,59.75609756097561,-185,18,-17.68292682926829,128
wyoming,50,2017,6,42,4,6.097560975609756,200,16,9,10.975609756097562,102,59,26.82926829268293,347,52,71.95121951219512,287,20,71.95121951219512,65,34,12.195121951219512,250,16,29.878048780487802,122,-3,-4.878048780487806,-60,-50,-15.853658536585368,-245,7,-45.1219512195122,60,32,0,222,-14,59.75609756097561,-185
alaska,1,2018,14,83,5,17.073170731707318,201,25,6,6.097560975609756,42,9,10.975609756097562,102,59,26.82926829268293,347,52,71.95121951219512,287,20,71.95121951219512,65,34,12.195121951219512,250,8,10.975609756097562,41,-3,-4.878048780487806,-60,-50,-15.853658536585368,-245,7,-45.1219512195122,60,32,0,222
alabama,2,2018,17,154,5,0,202,25,14,17.073170731707318,83,6,6.097560975609756,42,9,10.975609756097562,102,59,26.82926829268293,347,52,71.95121951219512,287,20,71.95121951219512,65,3,-17.073170731707318,71,8,10.975609756097562,41,-3,-4.878048780487806,-60,-50,-15.853658536585368,-245,7,-45.1219512195122,60
arkansas,3,2018,33,169,5,8.536585365853659,203,25,17,0,154,14,17.073170731707318,83,6,6.097560975609756,42,9,10.975609756097562,102,59,26.82926829268293,347,52,71.95121951219512,287,16,8.536585365853659,15,3,-17.073170731707318,71,8,10.975609756097562,41,-3,-4.878048780487806,-60,-50,-15.853658536585368,-245
arizona,4,2018,92,315,5,15.853658536585366,204,25,33,8.536585365853659,169,17,0,154,14,17.073170731707318,83,6,6.097560975609756,42,9,10.975609756097562,102,59,26.82926829268293,347,59,7.317073170731707,146,16,8.536585365853659,15,3,-17.073170731707318,71,8,10.975609756097562,41,-3,-4.878048780487806,-60
california,5,2018,215,703,5,86.58536585365853,205,25,92,15.853658536585366,315,33,8.536585365853659,169,17,0,154,14,17.073170731707318,83,6,6.097560975609756,42,9,10.975609756097562,102,123,70.73170731707316,388,59,7.317073170731707,146,16,8.536585365853659,15,3,-17.073170731707318,71,8,10.975609756097562,41
colorado,6,2018,28,162,5,63.41463414634146,206,25,215,86.58536585365853,703,92,15.853658536585366,315,33,8.536585365853659,169,17,0,154,14,17.073170731707318,83,6,6.097560975609756,42,-187,-23.170731707317067,-541,123,70.73170731707316,388,59,7.317073170731707,146,16,8.536585365853659,15,3,-17.073170731707318,71
connecticut,7,2018,73,194,5,74.39024390243902,207,25,28,63.41463414634146,162,215,86.58536585365853,703,92,15.853658536585366,315,33,8.536585365853659,169,17,0,154,14,17.073170731707318,83,45,10.975609756097562,32,-187,-23.170731707317067,-541,123,70.73170731707316,388,59,7.317073170731707,146,16,8.536585365853659,15
delaware,8,2018,9,33,5,59.14634146341463,208,25,73,74.39024390243902,194,28,63.41463414634146,162,215,86.58536585365853,703,92,15.853658536585366,315,33,8.536585365853659,169,17,0,154,-64,-15.243902439024396,-161,45,10.975609756097562,32,-187,-23.170731707317067,-541,123,70.73170731707316,388,59,7.317073170731707,146
florida,9,2018,93,372,5,25,209,25,9,59.14634146341463,33,73,74.39024390243902,194,28,63.41463414634146,162,215,86.58536585365853,703,92,15.853658536585366,315,33,8.536585365853659,169,84,-34.14634146341463,339,-64,-15.243902439024396,-161,45,10.975609756097562,32,-187,-23.170731707317067,-541,123,70.73170731707316,388
georgia,10,2018,48,183,5,2.4390243902439024,210,25,93,25,372,9,59.14634146341463,33,73,74.39024390243902,194,28,63.41463414634146,162,215,86.58536585365853,703,92,15.853658536585366,315,-45,-22.5609756097561,-189,84,-34.14634146341463,339,-64,-15.243902439024396,-161,45,10.975609756097562,32,-187,-23.170731707317067,-541
hawaii,11,2018,9,34,5,68.29268292682927,211,25,48,2.4390243902439024,183,93,25,372,9,59.14634146341463,33,73,74.39024390243902,194,28,63.41463414634146,162,215,86.58536585365853,703,-39,65.85365853658537,-149,-45,-22.5609756097561,-189,84,-34.14634146341463,339,-64,-15.243902439024396,-161,45,10.975609756097562,32
iowa,12,2018,18,125,5,39.02439024390244,212,25,9,68.29268292682927,34,48,2.4390243902439024,183,93,25,372,9,59.14634146341463,33,73,74.39024390243902,194,28,63.41463414634146,162,9,-29.268292682926834,91,-39,65.85365853658537,-149,-45,-22.5609756097561,-189,84,-34.14634146341463,339,-64,-15.243902439024396,-161
idaho,13,2018,26,110,5,15.853658536585366,213,25,18,39.02439024390244,125,9,68.29268292682927,34,48,2.4390243902439024,183,93,25,372,9,59.14634146341463,33,73,74.39024390243902,194,8,-23.170731707317074,-15,9,-29.268292682926834,91,-39,65.85365853658537,-149,-45,-22.5609756097561,-189,84,-34.14634146341463,339
illinois,14,2018,41,301,5,69.51219512195121,214,25,26,15.853658536585366,110,18,39.02439024390244,125,9,68.29268292682927,34,48,2.4390243902439024,183,93,25,372,9,59.14634146341463,33,15,53.658536585365844,191,8,-23.170731707317074,-15,9,-29.268292682926834,91,-39,65.85365853658537,-149,-45,-22.5609756097561,-189
indiana,15,2018,36,268,5,21.951219512195124,215,25,41,69.51219512195121,301,26,15.853658536585366,110,18,39.02439024390244,125,9,68.29268292682927,34,48,2.4390243902439024,183,93,25,372,-5,-47.560975609756085,-33,15,53.658536585365844,191,8,-23.170731707317074,-15,9,-29.268292682926834,91,-39,65.85365853658537,-149
kansas,16,2018,15,109,5,11.585365853658537,216,25,36,21.951219512195124,268,41,69.51219512195121,301,26,15.853658536585366,110,18,39.02439024390244,125,9,68.29268292682927,34,48,2.4390243902439024,183,-21,-10.365853658536587,-159,-5,-47.560975609756085,-33,15,53.658536585365844,191,8,-23.170731707317074,-15,9,-29.268292682926834,91
kentucky,17,2018,27,187,5,20.73170731707317,217,25,15,11.585365853658537,109,36,21.951219512195124,268,41,69.51219512195121,301,26,15.853658536585366,110,18,39.02439024390244,125,9,68.29268292682927,34,12,9.1463414634146325,78,-21,-10.365853658536587,-159,-5,-47.560975609756085,-33,15,53.658536585365844,191,8,-23.170731707317074,-15
louisiana,18,2018,36,105,5,7.926829268292683,218,25,27,20.73170731707317,187,15,11.585365853658537,109,36,21.951219512195124,268,41,69.51219512195121,301,26,15.853658536585366,110,18,39.02439024390244,125,9,-12.804878048780488,-82,12,9.1463414634146325,78,-21,-10.365853658536587,-159,-5,-47.560975609756085,-33,15,53.658536585365844,191
massachusetts,19,2018,71,244,5,75.60975609756098,219,25,36,7.926829268292683,105,27,20.73170731707317,187,15,11.585365853658537,109,36,21.951219512195124,268,41,69.51219512195121,301,26,15.853658536585366,110,35,67.6829268292683,139,9,-12.804878048780488,-82,12,9.1463414634146325,78,-21,-10.365853658536587,-159,-5,-47.560975609756085,-33
maryland,20,2018,62,184,5,67.6829268292683,220,25,71,75.60975609756098,244,36,7.926829268292683,105,27,20.73170731707317,187,15,11.585365853658537,109,36,21.951219512195124,268,41,69.51219512195121,301,-9,-7.926829268292678,-60,35,67.6829268292683,139,9,-12.804878048780488,-82,12,9.1463414634146325,78,-21,-10.365853658536587,-159
maine,21,2018,19,163,5,56.09756097560976,221,25,62,67.6829268292683,184,71,75.60975609756098,244,36,7.926829268292683,105,27,20.73170731707317,187,15,11.585365853658537,109,36,21.951219512195124,268,-43,-11.585365853658537,-21,-9,-7.926829268292678,-60,35,67.6829268292683,139,9,-12.804878048780488,-82,12,9.1463414634146325,78
michigan,22,2018,64,297,5,29.268292682926827,222,25,19,56.09756097560976,163,62,67.6829268292683,184,71,75.60975609756098,244,36,7.926829268292683,105,27,20.73170731707317,187,15,11.585365853658537,109,45,-26.829268292682933,134,-43,-11.585365853658537,-21,-9,-7.926829268292678,-60,35,67.6829268292683,139,9,-12.804878048780488,-82
minnesota,23,2018,39,204,5,66.46341463414635,223,25,64,29.268292682926827,297,19,56.09756097560976,163,62,67.6829268292683,184,71,75.60975609756098,244,36,7.926829268292683,105,27,20.73170731707317,187,-25,37.19512195121952,-93,45,-26.829268292682933,134,-43,-11.585365853658537,-21,-9,-7.926829268292678,-60,35,67.6829268292683,139
missouri,24,2018,21,182,5,15.24390243902439,224,25,39,66.46341463414635,204,64,29.268292682926827,297,19,56.09756097560976,163,62,67.6829268292683,184,71,75.60975609756098,244,36,7.926829268292683,105,-18,-51.21951219512196,-22,-25,37.19512195121952,-93,45,-26.829268292682933,134,-43,-11.585365853658537,-21,-9,-7.926829268292678,-60
mississippi,25,2018,27,138,5,6.097560975609756,225,25,21,15.24390243902439,182,39,66.46341463414635,204,64,29.268292682926827,297,19,56.09756097560976,163,62,67.6829268292683,184,71,75.60975609756098,244,6,-9.146341463414634,-44,-18,-51.21951219512196,-22,-25,37.19512195121952,-93,45,-26.829268292682933,134,-43,-11.585365853658537,-21
