state,case_state,year,lgbtq_total,govt_fund,t,state_policy,temp_id,t2,l_lgbtq_total,l_state_policy,l_govt_fund,l2_lgbtq_total,l2_state_policy,l2_govt_fund,l3_lgbtq_total,l3_state_policy,l3_govt_fund,l4_lgbtq_total,l4_state_policy,l4_govt_fund,l5_lgbtq_total,l5_state_policy,l5_govt_fund,l6_lgbtq_total,l6_state_policy,l6_govt_fund,fd_lgbtq_total,fd_state_policy,fd_govt_fund,fd_l_lgbtq_total,fd_l_state_policy,fd_l_govt_fund,fd_l2_lgbtq_total,fd_l2_state_policy,fd_l2_govt_fund,fd_l3_lgbtq_total,fd_l3_state_policy,fd_l3_govt_fund,fd_l4_lgbtq_total,fd_l4_state_policy,fd_l4_govt_fund
montana,26,2018,12,80,5,22.5609756097561,226,25,27,6.097560975609756,138,21,15.24390243902439,182,39,66.46341463414635,204,64,29.268292682926827,297,19,56.09756097560976,163,62,67.6829268292683,184,-15,16.463414634146343,-58,6,-9.146341463414634,-44,-18,-51.21951219512196,-22,-25,37.19512195121952,-93,45,-26.829268292682933,134
north carolina,27,2018,47,233,5,11.585365853658537,227,25,12,22.5609756097561,80,27,6.097560975609756,138,21,15.24390243902439,182,39,66.46341463414635,204,64,29.268292682926827,297,19,56.09756097560976,163,35,-10.975609756097562,153,-15,16.463414634146343,-58,6,-9.146341463414634,-44,-18,-51.21951219512196,-22,-25,37.19512195121952,-93
north dakota,28,2018,7,28,5,6.707317073170732,228,25,47,11.585365853658537,233,12,22.5609756097561,80,27,6.097560975609756,138,21,15.24390243902439,182,39,66.46341463414635,204,64,29.268292682926827,297,-40,-4.878048780487805,-205,35,-10.975609756097562,153,-15,16.463414634146343,-58,6,-9.146341463414634,-44,-18,-51.21951219512196,-22
nebraska,29,2018,19,131,5,4.878048780487805,229,25,7,6.707317073170732,28,47,11.585365853658537,233,12,22.5609756097561,80,27,6.097560975609756,138,21,15.24390243902439,182,39,66.46341463414635,204,12,-1.8292682926829276,103,-40,-4.878048780487805,-205,35,-10.975609756097562,153,-15,16.463414634146343,-58,6,-9.146341463414634,-44
new hampshire,30,2018,14,46,5,48.170731707317074,230,25,19,4.878048780487805,131,7,6.707317073170732,28,47,11.585365853658537,233,12,22.5609756097561,80,27,6.097560975609756,138,21,15.24390243902439,182,-5,43.29268292682927,-85,12,-1.8292682926829276,103,-40,-4.878048780487805,-205,35,-10.975609756097562,153,-15,16.463414634146343,-58
new jersey,31,2018,64,251,5,76.82926829268293,231,25,14,48.170731707317074,46,19,4.878048780487805,131,7,6.707317073170732,28,47,11.585365853658537,233,12,22.5609756097561,80,27,6.097560975609756,138,50,28.65853658536585,205,-5,43.29268292682927,-85,12,-1.8292682926829276,103,-40,-4.878048780487805,-205,35,-10.975609756097562,153
new mexico,32,2018,18,60,5,54.268292682926834,232,25,64,76.82926829268293,251,14,48.170731707317074,46,19,4.878048780487805,131,7,6.707317073170732,28,47,11.585365853658537,233,12,22.5609756097561,80,-46,-22.560975609756092,-191,50,28.65853658536585,205,-5,43.29268292682927,-85,12,-1.8292682926829276,103,-40,-4.878048780487805,-205
nevada,33,2018,10,40,5,67.07317073170732,233,25,18,54.268292682926834,60,64,76.82926829268293,251,14,48.170731707317074,46,19,4.878048780487805,131,7,6.707317073170732,28,47,11.585365853658537,233,-8,12.804878048780488,-20,-46,-22.560975609756092,-191,50,28.65853658536585,205,-5,43.29268292682927,-85,12,-1.8292682926829276,103
new york,34,2018,166,667,5,69.51219512195121,234,25,10,67.07317073170732,40,18,54.268292682926834,60,64,76.82926829268293,251,14,48.170731707317074,46,19,4.878048780487805,131,7,6.707317073170732,28,156,2.439024390243887,627,-8,12.804878048780488,-20,-46,-22.560975609756092,-191,50,28.65853658536585,205,-5,43.29268292682927,-85
ohio,35,2018,95,494,5,14.02439024390244,235,25,166,69.51219512195121,667,10,67.07317073170732,40,18,54.268292682926834,60,64,76.82926829268293,251,14,48.170731707317074,46,19,4.878048780487805,131,-71,-55.48780487804877,-173,156,2.439024390243887,627,-8,12.804878048780488,-20,-46,-22.560975609756092,-191,50,28.65853658536585,205
oklahoma,36,2018,32,123,5,6.097560975609756,236,25,95,14.02439024390244,494,166,69.51219512195121,667,10,67.07317073170732,40,18,54.268292682926834,60,64,76.82926829268293,251,14,48.170731707317074,46,-63,-7.926829268292684,-371,-71,-55.48780487804877,-173,156,2.439024390243887,627,-8,12.804878048780488,-20,-46,-22.560975609756092,-191
oregon,37,2018,26,147,5,76.21951219512195,237,25,32,6.097560975609756,123,95,14.02439024390244,494,166,69.51219512195121,667,10,67.07317073170732,40,18,54.268292682926834,60,64,76.82926829268293,251,-6,70.1219512195122,24,-63,-7.926829268292684,-371,-71,-55.48780487804877,-173,156,2.439024390243887,627,-8,12.804878048780488,-20
pennsylvania,38,2018,93,454,5,42.073170731707314,238,25,26,76.21951219512195,147,32,6.097560975609756,123,95,14.02439024390244,494,166,69.51219512195121,667,10,67.07317073170732,40,18,54.268292682926834,60,67,-34.146341463414636,307,-6,70.1219512195122,24,-63,-7.926829268292684,-371,-71,-55.48780487804877,-173,156,2.439024390243887,627
rhode island,39,2018,11,44,5,79.8780487804878,239,25,93,42.073170731707314,454,26,76.21951219512195,147,32,6.097560975609756,123,95,14.02439024390244,494,166,69.51219512195121,667,10,67.07317073170732,40,-82,37.80487804878049,-410,67,-34.146341463414636,307,-6,70.1219512195122,24,-63,-7.926829268292684,-371,-71,-55.48780487804877,-173
south carolina,40,2018,18,92,5,4.878048780487805,240,25,11,79.8780487804878,44,93,42.073170731707314,454,26,76.21951219512195,147,32,6.097560975609756,123,95,14.02439024390244,494,166,69.51219512195121,667,7,-75,48,-82,37.80487804878049,-410,67,-34.146341463414636,307,-6,70.1219512195122,24,-63,-7.926829268292684,-371
south dakota,41,2018,3,44,5,4.878048780487805,241,25,18,4.878048780487805,92,11,79.8780487804878,44,93,42.073170731707314,454,26,76.21951219512195,147,32,6.097560975609756,123,95,14.02439024390244,494,-15,0,-48,7,-75,48,-82,37.80487804878049,-410,67,-34.146341463414636,307,-6,70.1219512195122,24
tennessee,42,2018,35,249,5,2.4390243902439024,242,25,3,4.878048780487805,44,18,4.878048780487805,92,11,79.8780487804878,44,93,42.073170731707314,454,26,76.21951219512195,147,32,6.097560975609756,123,32,-2.4390243902439024,205,-15,0,-48,7,-75,48,-82,37.80487804878049,-410,67,-34.146341463414636,307
texas,43,2018,51,279,5,14.634146341463413,243,25,35,2.4390243902439024,249,3,4.878048780487805,44,18,4.878048780487805,92,11,79.8780487804878,44,93,42.073170731707314,454,26,76.21951219512195,147,16,12.19512195121951,30,32,-2.4390243902439024,205,-15,0,-48,7,-75,48,-82,37.80487804878049,-410
utah,44,2018,23,132,5,28.04878048780488,244,25,51,14.634146341463413,279,35,2.4390243902439024,249,3,4.878048780487805,44,18,4.878048780487805,92,11,79.8780487804878,44,93,42.073170731707314,454,-28,13.414634146341466,-147,16,12.19512195121951,30,32,-2.4390243902439024,205,-15,0,-48,7,-75,48
virginia,45,2018,44,232,5,13.414634146341465,245,25,23,28.04878048780488,132,51,14.634146341463413,279,35,2.4390243902439024,249,3,4.878048780487805,44,18,4.878048780487805,92,11,79.8780487804878,44,21,-14.634146341463415,100,-28,13.414634146341466,-147,16,12.19512195121951,30,32,-2.4390243902439024,205,-15,0,-48
vermont,46,2018,18,64,5,73.17073170731707,246,25,44,13.414634146341465,232,23,28.04878048780488,132,51,14.634146341463413,279,35,2.4390243902439024,249,3,4.878048780487805,44,18,4.878048780487805,92,-26,59.75609756097561,-168,21,-14.634146341463415,100,-28,13.414634146341466,-147,16,12.19512195121951,30,32,-2.4390243902439024,205
washington,47,2018,64,311,5,78.04878048780488,247,25,18,73.17073170731707,64,44,13.414634146341465,232,23,28.04878048780488,132,51,14.634146341463413,279,35,2.4390243902439024,249,3,4.878048780487805,44,46,4.878048780487802,247,-26,59.75609756097561,-168,21,-14.634146341463415,100,-28,13.414634146341466,-147,16,12.19512195121951,30
wisconsin,48,2018,74,342,5,29.878048780487802,248,25,64,78.04878048780488,311,18,73.17073170731707,64,44,13.414634146341465,232,23,28.04878048780488,132,51,14.634146341463413,279,35,2.4390243902439024,249,10,-48.170731707317074,31,46,4.878048780487802,247,-26,59.75609756097561,-168,21,-14.634146341463415,100,-28,13.414634146341466,-147
west virginia,49,2018,13,111,5,14.634146341463413,249,25,74,29.878048780487802,342,64,78.04878048780488,311,18,73.17073170731707,64,44,13.414634146341465,232,23,28.04878048780488,132,51,14.634146341463413,279,-61,-15.243902439024389,-231,10,-48.170731707317074,31,46,4.878048780487802,247,-26,59.75609756097561,-168,21,-14.634146341463415,100
wyoming,50,2018,9,47,5,7.926829268292683,250,25,13,14.634146341463413,111,74,29.878048780487802,342,64,78.04878048780488,311,18,73.17073170731707,64,44,13.414634146341465,232,23,28.04878048780488,132,-4,-6.707317073170731,-64,-61,-15.243902439024389,-231,10,-48.170731707317074,31,46,4.878048780487802,247,-26,59.75609756097561,-168
alaska,1,2019,17,80,6,15.24390243902439,251,36,9,7.926829268292683,47,13,14.634146341463413,111,74,29.878048780487802,342,64,78.04878048780488,311,18,73.17073170731707,64,44,13.414634146341465,232,8,7.317073170731708,33,-4,-6.707317073170731,-64,-61,-15.243902439024389,-231,10,-48.170731707317074,31,46,4.878048780487802,247
alabama,2,2019,17,140,6,0,252,36,17,15.24390243902439,80,9,7.926829268292683,47,13,14.634146341463413,111,74,29.878048780487802,342,64,78.04878048780488,311,18,73.17073170731707,64,0,-15.24390243902439,60,8,7.317073170731708,33,-4,-6.707317073170731,-64,-61,-15.243902439024389,-231,10,-48.170731707317074,31
arkansas,3,2019,36,138,6,10.975609756097562,253,36,17,0,140,17,15.24390243902439,80,9,7.926829268292683,47,13,14.634146341463413,111,74,29.878048780487802,342,64,78.04878048780488,311,19,10.975609756097562,-2,0,-15.24390243902439,60,8,7.317073170731708,33,-4,-6.707317073170731,-64,-61,-15.243902439024389,-231
arizona,4,2019,108,325,6,17.682926829268293,254,36,36,10.975609756097562,138,17,0,140,17,15.24390243902439,80,9,7.926829268292683,47,13,14.634146341463413,111,74,29.878048780487802,342,72,6.7073170731707314,187,19,10.975609756097562,-2,0,-15.24390243902439,60,8,7.317073170731708,33,-4,-6.707317073170731,-64
california,5,2019,303,695,6,93.90243902439023,255,36,108,17.682926829268293,325,36,10.975609756097562,138,17,0,140,17,15.24390243902439,80,9,7.926829268292683,47,13,14.634146341463413,111,195,76.21951219512194,370,72,6.7073170731707314,187,19,10.975609756097562,-2,0,-15.24390243902439,60,8,7.317073170731708,33
colorado,6,2019,40,152,6,76.21951219512195,256,36,303,93.90243902439023,695,108,17.682926829268293,325,36,10.975609756097562,138,17,0,140,17,15.24390243902439,80,9,7.926829268292683,47,-263,-17.682926829268283,-543,195,76.21951219512194,370,72,6.7073170731707314,187,19,10.975609756097562,-2,0,-15.24390243902439,60
connecticut,7,2019,92,185,6,79.8780487804878,257,36,40,76.21951219512195,152,303,93.90243902439023,695,108,17.682926829268293,325,36,10.975609756097562,138,17,0,140,17,15.24390243902439,80,52,3.6585365853658516,33,-263,-17.682926829268283,-543,195,76.21951219512194,370,72,6.7073170731707314,187,19,10.975609756097562,-2
delaware,8,2019,9,27,6,59.756097560975604,258,36,92,79.8780487804878,185,40,76.21951219512195,152,303,93.90243902439023,695,108,17.682926829268293,325,36,10.975609756097562,138,17,0,140,-83,-20.121951219512198,-158,52,3.6585365853658516,33,-263,-17.682926829268283,-543,195,76.21951219512194,370,72,6.7073170731707314,187
florida,9,2019,110,354,6,26.82926829268293,259,36,9,59.756097560975604,27,92,79.8780487804878,185,40,76.21951219512195,152,303,93.90243902439023,695,108,17.682926829268293,325,36,10.975609756097562,138,101,-32.92682926829268,327,-83,-20.121951219512198,-158,52,3.6585365853658516,33,-263,-17.682926829268283,-543,195,76.21951219512194,370
georgia,10,2019,59,181,6,3.6585365853658534,260,36,110,26.82926829268293,354,9,59.756097560975604,27,92,79.8780487804878,185,40,76.21951219512195,152,303,93.90243902439023,695,108,17.682926829268293,325,-51,-23.170731707317074,-173,101,-32.92682926829268,327,-83,-20.121951219512198,-158,52,3.6585365853658516,33,-263,-17.682926829268283,-543
hawaii,11,2019,8,30,6,76.21951219512195,261,36,59,3.6585365853658534,181,110,26.82926829268293,354,9,59.756097560975604,27,92,79.8780487804878,185,40,76.21951219512195,152,303,93.90243902439023,695,-51,72.5609756097561,-151,-51,-23.170731707317074,-173,101,-32.92682926829268,327,-83,-20.121951219512198,-158,52,3.6585365853658516,33
iowa,12,2019,19,120,6,42.68292682926829,262,36,8,76.21951219512195,30,59,3.6585365853658534,181,110,26.82926829268293,354,9,59.756097560975604,27,92,79.8780487804878,185,40,76.21951219512195,152,11,-33.53658536585366,90,-51,72.5609756097561,-151,-51,-23.170731707317074,-173,101,-32.92682926829268,327,-83,-20.121951219512198,-158
idaho,13,2019,38,113,6,12.804878048780488,263,36,19,42.68292682926829,120,8,76.21951219512195,30,59,3.6585365853658534,181,110,26.82926829268293,354,9,59.756097560975604,27,92,79.8780487804878,185,19,-29.878048780487802,-7,11,-33.53658536585366,90,-51,72.5609756097561,-151,-51,-23.170731707317074,-173,101,-32.92682926829268,327
illinois,14,2019,75,272,6,73.78048780487805,264,36,38,12.804878048780488,113,19,42.68292682926829,120,8,76.21951219512195,30,59,3.6585365853658534,181,110,26.82926829268293,354,9,59.756097560975604,27,37,60.97560975609756,159,19,-29.878048780487802,-7,11,-33.53658536585366,90,-51,72.5609756097561,-151,-51,-23.170731707317074,-173
indiana,15,2019,38,239,6,26.82926829268293,265,36,75,73.78048780487805,272,38,12.804878048780488,113,19,42.68292682926829,120,8,76.21951219512195,30,59,3.6585365853658534,181,110,26.82926829268293,354,-37,-46.951219512195124,-33,37,60.97560975609756,159,19,-29.878048780487802,-7,11,-33.53658536585366,90,-51,72.5609756097561,-151
kansas,16,2019,22,88,6,15.853658536585366,266,36,38,26.82926829268293,239,75,73.78048780487805,272,38,12.804878048780488,113,19,42.68292682926829,120,8,76.21951219512195,30,59,3.6585365853658534,181,-16,-10.975609756097564,-151,-37,-46.951219512195124,-33,37,60.97560975609756,159,19,-29.878048780487802,-7,11,-33.53658536585366,90
kentucky,17,2019,27,175,6,20.73170731707317,267,36,22,15.853658536585366,88,38,26.82926829268293,239,75,73.78048780487805,272,38,12.804878048780488,113,19,42.68292682926829,120,8,76.21951219512195,30,5,4.878048780487804,87,-16,-10.975609756097564,-151,-37,-46.951219512195124,-33,37,60.97560975609756,159,19,-29.878048780487802,-7
louisiana,18,2019,48,79,6,6.707317073170732,268,36,27,20.73170731707317,175,22,15.853658536585366,88,38,26.82926829268293,239,75,73.78048780487805,272,38,12.804878048780488,113,19,42.68292682926829,120,21,-14.024390243902438,-96,5,4.878048780487804,87,-16,-10.975609756097564,-151,-37,-46.951219512195124,-33,37,60.97560975609756,159
massachusetts,19,2019,78,203,6,81.70731707317073,269,36,48,6.707317073170732,79,27,20.73170731707317,175,22,15.853658536585366,88,38,26.82926829268293,239,75,73.78048780487805,272,38,12.804878048780488,113,30,75,124,21,-14.024390243902438,-96,5,4.878048780487804,87,-16,-10.975609756097564,-151,-37,-46.951219512195124,-33
maryland,20,2019,82,158,6,72.5609756097561,270,36,78,81.70731707317073,203,48,6.707317073170732,79,27,20.73170731707317,175,22,15.853658536585366,88,38,26.82926829268293,239,75,73.78048780487805,272,4,-9.146341463414629,-45,30,75,124,21,-14.024390243902438,-96,5,4.878048780487804,87,-16,-10.975609756097564,-151
maine,21,2019,23,152,6,68.90243902439023,271,36,82,72.5609756097561,158,78,81.70731707317073,203,48,6.707317073170732,79,27,20.73170731707317,175,22,15.853658536585366,88,38,26.82926829268293,239,-59,-3.658536585365866,-6,4,-9.146341463414629,-45,30,75,124,21,-14.024390243902438,-96,5,4.878048780487804,87
michigan,22,2019,70,273,6,40.853658536585364,272,36,23,68.90243902439023,152,82,72.5609756097561,158,78,81.70731707317073,203,48,6.707317073170732,79,27,20.73170731707317,175,22,15.853658536585366,88,47,-28.04878048780487,121,-59,-3.658536585365866,-6,4,-9.146341463414629,-45,30,75,124,21,-14.024390243902438,-96
minnesota,23,2019,46,196,6,70.1219512195122,273,36,70,40.853658536585364,273,23,68.90243902439023,152,82,72.5609756097561,158,78,81.70731707317073,203,48,6.707317073170732,79,27,20.73170731707317,175,-24,29.268292682926834,-77,47,-28.04878048780487,121,-59,-3.658536585365866,-6,4,-9.146341463414629,-45,30,75,124
missouri,24,2019,28,169,6,13.414634146341465,274,36,46,70.1219512195122,196,70,40.853658536585364,273,23,68.90243902439023,152,82,72.5609756097561,158,78,81.70731707317073,203,48,6.707317073170732,79,-18,-56.707317073170735,-27,-24,29.268292682926834,-77,47,-28.04878048780487,121,-59,-3.658536585365866,-6,4,-9.146341463414629,-45
mississippi,25,2019,28,126,6,9.75609756097561,275,36,28,13.414634146341465,169,46,70.1219512195122,196,70,40.853658536585364,273,23,68.90243902439023,152,82,72.5609756097561,158,78,81.70731707317073,203,0,-3.658536585365855,-43,-18,-56.707317073170735,-27,-24,29.268292682926834,-77,47,-28.04878048780487,121,-59,-3.658536585365866,-6
montana,26,2019,11,75,6,25,276,36,28,9.75609756097561,126,28,13.414634146341465,169,46,70.1219512195122,196,70,40.853658536585364,273,23,68.90243902439023,152,82,72.5609756097561,158,-17,15.24390243902439,-51,0,-3.658536585365855,-43,-18,-56.707317073170735,-27,-24,29.268292682926834,-77,47,-28.04878048780487,121
north carolina,27,2019,69,216,6,18.29268292682927,277,36,11,25,75,28,9.75609756097561,126,28,13.414634146341465,169,46,70.1219512195122,196,70,40.853658536585364,273,23,68.90243902439023,152,58,-6.7073170731707314,141,-17,15.24390243902439,-51,0,-3.658536585365855,-43,-18,-56.707317073170735,-27,-24,29.268292682926834,-77
north dakota,28,2019,5,24,6,6.707317073170732,278,36,69,18.29268292682927,216,11,25,75,28,9.75609756097561,126,28,13.414634146341465,169,46,70.1219512195122,196,70,40.853658536585364,273,-64,-11.585365853658537,-192,58,-6.7073170731707314,141,-17,15.24390243902439,-51,0,-3.658536585365855,-43,-18,-56.707317073170735,-27
nebraska,29,2019,25,130,6,6.097560975609756,279,36,5,6.707317073170732,24,69,18.29268292682927,216,11,25,75,28,9.75609756097561,126,28,13.414634146341465,169,46,70.1219512195122,196,20,-0.6097560975609762,106,-64,-11.585365853658537,-192,58,-6.7073170731707314,141,-17,15.24390243902439,-51,0,-3.658536585365855,-43
new hampshire,30,2019,17,44,6,52.4390243902439,280,36,25,6.097560975609756,130,5,6.707317073170732,24,69,18.29268292682927,216,11,25,75,28,9.75609756097561,126,28,13.414634146341465,169,-8,46.34146341463415,-86,20,-0.6097560975609762,106,-64,-11.585365853658537,-192,58,-6.7073170731707314,141,-17,15.24390243902439,-51
new jersey,31,2019,84,225,6,78.65853658536585,281,36,17,52.4390243902439,44,25,6.097560975609756,130,5,6.707317073170732,24,69,18.29268292682927,216,11,25,75,28,9.75609756097561,126,67,26.21951219512195,181,-8,46.34146341463415,-86,20,-0.6097560975609762,106,-64,-11.585365853658537,-192,58,-6.7073170731707314,141
new mexico,32,2019,12,56,6,63.41463414634146,282,36,84,78.65853658536585,225,17,52.4390243902439,44,25,6.097560975609756,130,5,6.707317073170732,24,69,18.29268292682927,216,11,25,75,-72,-15.243902439024389,-169,67,26.21951219512195,181,-8,46.34146341463415,-86,20,-0.6097560975609762,106,-64,-11.585365853658537,-192
nevada,33,2019,28,46,6,79.26829268292683,283,36,12,63.41463414634146,56,84,78.65853658536585,225,17,52.4390243902439,44,25,6.097560975609756,130,5,6.707317073170732,24,69,18.29268292682927,216,16,15.853658536585364,-10,-72,-15.243902439024389,-169,67,26.21951219512195,181,-8,46.34146341463415,-86,20,-0.6097560975609762,106
new york,34,2019,232,494,6,89.02439024390245,284,36,28,79.26829268292683,46,12,63.41463414634146,56,84,78.65853658536585,225,17,52.4390243902439,44,25,6.097560975609756,130,5,6.707317073170732,24,204,9.756097560975618,448,16,15.853658536585364,-10,-72,-15.243902439024389,-169,67,26.21951219512195,181,-8,46.34146341463415,-86
ohio,35,2019,130,485,6,14.02439024390244,285,36,232,89.02439024390245,494,28,79.26829268292683,46,12,63.41463414634146,56,84,78.65853658536585,225,17,52.4390243902439,44,25,6.097560975609756,130,-102,-75,-9,204,9.756097560975618,448,16,15.853658536585364,-10,-72,-15.243902439024389,-169,67,26.21951219512195,181
oklahoma,36,2019,25,108,6,8.536585365853659,286,36,130,14.02439024390244,485,232,89.02439024390245,494,28,79.26829268292683,46,12,63.41463414634146,56,84,78.65853658536585,225,17,52.4390243902439,44,-105,-5.487804878048781,-377,-102,-75,-9,204,9.756097560975618,448,16,15.853658536585364,-10,-72,-15.243902439024389,-169
oregon,37,2019,47,151,6,79.8780487804878,287,36,25,8.536585365853659,108,130,14.02439024390244,485,232,89.02439024390245,494,28,79.26829268292683,46,12,63.41463414634146,56,84,78.65853658536585,225,22,71.34146341463415,43,-105,-5.487804878048781,-377,-102,-75,-9,204,9.756097560975618,448,16,15.853658536585364,-10
pennsylvania,38,2019,121,438,6,45.1219512195122,288,36,47,79.8780487804878,151,25,8.536585365853659,108,130,14.02439024390244,485,232,89.02439024390245,494,28,79.26829268292683,46,12,63.41463414634146,56,74,-34.756097560975604,287,22,71.34146341463415,43,-105,-5.487804878048781,-377,-102,-75,-9,204,9.756097560975618,448
rhode island,39,2019,11,43,6,85.36585365853658,289,36,121,45.1219512195122,438,47,79.8780487804878,151,25,8.536585365853659,108,130,14.02439024390244,485,232,89.02439024390245,494,28,79.26829268292683,46,-110,40.24390243902438,-395,74,-34.756097560975604,287,22,71.34146341463415,43,-105,-5.487804878048781,-377,-102,-75,-9
south carolina,40,2019,16,83,6,8.536585365853659,290,36,11,85.36585365853658,43,121,45.1219512195122,438,47,79.8780487804878,151,25,8.536585365853659,108,130,14.02439024390244,485,232,89.02439024390245,494,5,-76.82926829268293,40,-110,40.24390243902438,-395,74,-34.756097560975604,287,22,71.34146341463415,43,-105,-5.487804878048781,-377
south dakota,41,2019,4,42,6,3.6585365853658534,291,36,16,8.536585365853659,83,11,85.36585365853658,43,121,45.1219512195122,438,47,79.8780487804878,151,25,8.536585365853659,108,130,14.02439024390244,485,-12,-4.878048780487806,-41,5,-76.82926829268293,40,-110,40.24390243902438,-395,74,-34.756097560975604,287,22,71.34146341463415,43
tennessee,42,2019,44,234,6,4.2682926829268295,292,36,4,3.6585365853658534,42,16,8.536585365853659,83,11,85.36585365853658,43,121,45.1219512195122,438,47,79.8780487804878,151,25,8.536585365853659,108,40,0.6097560975609762,192,-12,-4.878048780487806,-41,5,-76.82926829268293,40,-110,40.24390243902438,-395,74,-34.756097560975604,287
texas,43,2019,81,276,6,12.195121951219512,293,36,44,4.2682926829268295,234,4,3.6585365853658534,42,16,8.536585365853659,83,11,85.36585365853658,43,121,45.1219512195122,438,47,79.8780487804878,151,37,7.926829268292683,42,40,0.6097560975609762,192,-12,-4.878048780487806,-41,5,-76.82926829268293,40,-110,40.24390243902438,-395
utah,44,2019,61,177,6,33.53658536585366,294,36,81,12.195121951219512,276,44,4.2682926829268295,234,4,3.6585365853658534,42,16,8.536585365853659,83,11,85.36585365853658,43,121,45.1219512195122,438,-20,21.34146341463415,-99,37,7.926829268292683,42,40,0.6097560975609762,192,-12,-4.878048780487806,-41,5,-76.82926829268293,40
virginia,45,2019,57,258,6,12.804878048780488,295,36,61,33.53658536585366,177,81,12.195121951219512,276,44,4.2682926829268295,234,4,3.6585365853658534,42,16,8.536585365853659,83,11,85.36585365853658,43,-4,-20.731707317073173,81,-20,21.34146341463415,-99,37,7.926829268292683,42,40,0.6097560975609762,192,-12,-4.878048780487806,-41
vermont,46,2019,16,54,6,84.14634146341463,296,36,57,12.804878048780488,258,61,33.53658536585366,177,81,12.195121951219512,276,44,4.2682926829268295,234,4,3.6585365853658534,42,16,8.536585365853659,83,-41,71.34146341463415,-204,-4,-20.731707317073173,81,-20,21.34146341463415,-99,37,7.926829268292683,42,40,0.6097560975609762,192
washington,47,2019,83,305,6,79.8780487804878,297,36,16,84.14634146341463,54,57,12.804878048780488,258,61,33.53658536585366,177,81,12.195121951219512,276,44,4.2682926829268295,234,4,3.6585365853658534,42,67,-4.268292682926827,251,-41,71.34146341463415,-204,-4,-20.731707317073173,81,-20,21.34146341463415,-99,37,7.926829268292683,42
wisconsin,48,2019,94,311,6,36.58536585365854,298,36,83,79.8780487804878,305,16,84.14634146341463,54,57,12.804878048780488,258,61,33.53658536585366,177,81,12.195121951219512,276,44,4.2682926829268295,234,11,-43.292682926829265,6,67,-4.268292682926827,251,-41,71.34146341463415,-204,-4,-20.731707317073173,81,-20,21.34146341463415,-99
west virginia,49,2019,10,104,6,12.195121951219512,299,36,94,36.58536585365854,311,83,79.8780487804878,305,16,84.14634146341463,54,57,12.804878048780488,258,61,33.53658536585366,177,81,12.195121951219512,276,-84,-24.390243902439025,-207,11,-43.292682926829265,6,67,-4.268292682926827,251,-41,71.34146341463415,-204,-4,-20.731707317073173,81
wyoming,50,2019,11,42,6,10.975609756097562,300,36,10,12.195121951219512,104,94,36.58536585365854,311,83,79.8780487804878,305,16,84.14634146341463,54,57,12.804878048780488,258,61,33.53658536585366,177,1,-1.2195121951219505,-62,-84,-24.390243902439025,-207,11,-43.292682926829265,6,67,-4.268292682926827,251,-41,71.34146341463415,-204
